estate_address,city,rent,completion,room,room_size,structure
群馬県佐波郡玉村町大字藤川,佐波郡,49000,1992-1-1,3DK,46.75,軽量鉄骨造
栃木県足利市福居町,足利市,45000,1992-1-1,3DK,50.81,軽量鉄骨造
群馬県伊勢崎市福島町,伊勢崎市,45000,1992-1-1,3K,52,木造
群馬県伊勢崎市福島町,伊勢崎市,45000,1992-1-1,3K,52,木造
栃木県足利市福居町,足利市,45000,1992-1-1,3DK,50.81,軽量鉄骨造
群馬県高崎市剣崎町,高崎市,25000,1992-2-1,1R,22,鉄骨造
群馬県太田市浜町,太田市,28000,1992-2-1,1K,23.18,木造
群馬県太田市浜町,太田市,28000,1992-2-1,1K,23.18,木造
群馬県太田市浜町,太田市,28000,1992-2-1,1K,23.18,木造
栃木県足利市大前町,足利市,53000,1992-2-1,2LDK,50.78,軽量鉄骨造
群馬県太田市浜町,太田市,28000,1992-2-1,1K,23.18,木造
群馬県太田市浜町,太田市,28000,1992-2-1,1K,23.18,木造
群馬県佐波郡玉村町大字南玉,佐波郡,50000,1992-2-1,3DK,53.46,軽量鉄骨造
群馬県佐波郡玉村町大字南玉,佐波郡,50000,1992-2-1,3DK,53.46,軽量鉄骨造
栃木県足利市葉鹿町1丁目,足利市,55000,1992-2-1,2LDK,50.04,鉄骨造
群馬県太田市浜町,太田市,28000,1992-2-1,1K,23.18,木造
群馬県高崎市乗附町,高崎市,50000,1992-2-1,2DK,50.87,RC(鉄筋コンクリート造)
群馬県伊勢崎市堤下町,伊勢崎市,49000,1992-2-1,3DK,53.46,軽量鉄骨造
群馬県前橋市上泉町,前橋市,50000,1992-2-1,2DK,44.7,木造
群馬県前橋市天川原町,前橋市,58000,1992-2-1,3DK,57.95,木造
群馬県高崎市上豊岡町,高崎市,50000,1992-2-1,2LDK,52.17,木造
栃木県足利市葉鹿町1丁目,足利市,55000,1992-2-1,2LDK,50.04,鉄骨造
群馬県佐波郡玉村町大字南玉,佐波郡,50000,1992-2-1,3DK,53.46,軽量鉄骨造
群馬県伊勢崎市堤下町,伊勢崎市,51000,1992-2-1,3DK,53.46,軽量鉄骨造
群馬県太田市浜町,太田市,28000,1992-2-1,1K,23.18,木造
群馬県太田市浜町,太田市,28000,1992-2-1,1K,23.18,木造
群馬県太田市浜町,太田市,28000,1992-2-1,1K,23.18,木造
群馬県太田市浜町,太田市,28000,1992-2-1,1K,23.18,木造
群馬県高崎市江木町,高崎市,50000,1992-2-1,3DK,53,木造
群馬県高崎市乗附町,高崎市,43000,1992-2-1,2DK,50.87,RC(鉄筋コンクリート造)
群馬県太田市浜町,太田市,28000,1992-2-1,1K,23.18,木造
群馬県前橋市上泉町,前橋市,50000,1992-2-1,2DK,44.7,木造
群馬県伊勢崎市境東,伊勢崎市,41000,1992-3-1,2DK,38,鉄骨造
群馬県安中市安中,安中市,20000,1992-3-1,1R,13.77,木造
群馬県高崎市東貝沢町3丁目,高崎市,37000,1992-3-1,2DK,39.66,鉄骨造
群馬県伊勢崎市境東,伊勢崎市,30000,1992-3-1,1K,22,鉄骨造
群馬県前橋市古市町,前橋市古市,45000,1992-3-1,1R,20.7,RC(鉄筋コンクリート造)
群馬県高崎市上小鳥町,高崎市,56000,1992-3-1,2LDK,68.4,RC(鉄筋コンクリート造)
群馬県前橋市上新田町,前橋市,35000,1992-3-1,1K,26.5,木造
群馬県高崎市倉賀野町,高崎市,58000,1992-3-1,3DK,53.46,軽量鉄骨造
群馬県伊勢崎市境下武士,伊勢崎市,48000,1992-3-1,2DK,35,軽量鉄骨造
群馬県前橋市上新田町,前橋市,45000,1992-3-1,1DK,39.75,木造
群馬県邑楽郡大泉町東小泉3丁目,邑楽郡,29000,1992-3-1,1K,23.18,木造
群馬県伊勢崎市山王町,伊勢崎市,43000,1992-3-1,2DK,49.91,木造
栃木県足利市福居町,足利市,30000,1992-3-1,1K,26.2,鉄骨造
群馬県高崎市鞘町,高崎市,31000,1992-3-1,1K,21.87,SRC(鉄骨鉄筋コンクリート)
群馬県前橋市総社町2丁目,前橋市,29000,1992-3-1,1K,16.74,木造
群馬県伊勢崎市境東,伊勢崎市,38000,1992-3-1,2DK,38,鉄骨造
群馬県前橋市古市町,前橋市古市,37000,1992-3-1,1R,20.7,RC(鉄筋コンクリート造)
群馬県前橋市古市町,前橋市古市,70000,1992-3-1,2DK,49.3,RC(鉄筋コンクリート造)
群馬県前橋市古市町,前橋市古市,36000,1992-3-1,1K,20.7,RC(鉄筋コンクリート造)
群馬県伊勢崎市境東,伊勢崎市,38000,1992-3-1,2DK,38,鉄骨造
栃木県佐野市犬伏下町,佐野市,53000,1992-3-1,3DK,51.83,軽量鉄骨造
群馬県高崎市上小鳥町,高崎市,54000,1992-3-1,3K,66,RC(鉄筋コンクリート造)
栃木県足利市江川町3丁目,足利市,40000,1992-3-1,2DK,40.91,軽量鉄骨造
群馬県館林市千代田町,館林市,31000,1992-3-1,1K,21.52,軽量鉄骨造
栃木県足利市江川町3丁目,足利市,40000,1992-3-1,2DK,40.91,軽量鉄骨造
栃木県足利市鹿島町,足利市,49000,1992-3-1,2LDK,47.2,木造
栃木県足利市江川町3丁目,足利市,40000,1992-3-1,2DK,40.91,軽量鉄骨造
群馬県高崎市北通町,高崎市,40000,1992-3-1,1DK,21.7,鉄骨造
群馬県前橋市古市町,前橋市古市,38000,1992-3-1,1R,20.7,RC(鉄筋コンクリート造)
群馬県前橋市古市町,前橋市古市,40000,1992-3-1,1K,20.7,RC(鉄筋コンクリート造)
群馬県前橋市古市町,前橋市古市,45000,1992-3-1,1K,20.7,RC(鉄筋コンクリート造)
群馬県館林市上赤生田町,館林市,36000,1992-3-1,1K,19.8,鉄骨造
群馬県前橋市上新田町,前橋市,45000,1992-3-1,2DK,39.75,木造
群馬県安中市安中,安中市,18000,1992-3-1,1R,14.58,木造
群馬県安中市安中,安中市,18000,1992-3-1,1R,12.35,木造
群馬県高崎市東貝沢町3丁目,高崎市,37000,1992-3-1,2DK,39.66,鉄骨造
栃木県足利市鹿島町,足利市,31000,1992-3-1,1DK,27.12,鉄骨造
群馬県邑楽郡大泉町東小泉3丁目,邑楽郡,31000,1992-3-1,1K,23.18,木造
群馬県伊勢崎市境下武士,伊勢崎市,48000,1992-3-1,2DK,35,軽量鉄骨造
群馬県館林市千代田町,館林市,30000,1992-3-1,1K,21.52,軽量鉄骨造
群馬県前橋市総社町2丁目,前橋市,29000,1992-3-1,1K,16.74,木造
群馬県伊勢崎市境東,伊勢崎市,38000,1992-3-1,2DK,38,鉄骨造
群馬県伊勢崎市境東,伊勢崎市,38000,1992-3-1,2DK,38,鉄骨造
群馬県伊勢崎市境東,伊勢崎市,38000,1992-3-1,2DK,38,鉄骨造
群馬県伊勢崎市境東,伊勢崎市,38000,1992-3-1,2DK,38,鉄骨造
群馬県前橋市西片貝町1丁目,前橋市,69000,1992-3-1,3LDK,57.42,RC(鉄筋コンクリート造)
群馬県安中市安中,安中市,18000,1992-3-1,1R,12.35,木造
群馬県高崎市上小鳥町,高崎市,56000,1992-3-1,2LDK,66,RC(鉄筋コンクリート造)
群馬県安中市安中,安中市,25000,1992-3-1,1R,15.8,木造
群馬県高崎市和田多中町,高崎市,50000,1992-4-1,2DK,40.07,軽量鉄骨造
群馬県伊勢崎市昭和町,伊勢崎市,40000,1992-4-1,2DK,46.2,木造
群馬県前橋市総社町高井,前橋市,50000,1992-4-1,2DK,39.74,鉄骨造
群馬県安中市古屋,安中市,30000,1992-4-1,2K,35.31,軽量鉄骨造
群馬県伊勢崎市曲沢町,伊勢崎市,35000,1992-4-1,2K,29.81,木造
群馬県伊勢崎市昭和町,伊勢崎市,45000,1992-4-1,2DK,62.8,木造
群馬県前橋市天川原町1丁目,前橋市,78000,1992-4-1,3LDK,66.3,RC(鉄筋コンクリート造)
群馬県安中市古屋,安中市,30000,1992-4-1,2K,35.31,軽量鉄骨造
群馬県伊勢崎市国定町2丁目,伊勢崎市,46000,1992-4-1,3DK,46.75,軽量鉄骨造
群馬県前橋市総社町高井,前橋市,53000,1992-4-1,2DK,46.3,鉄骨造
群馬県前橋市総社町高井,前橋市,48000,1992-4-1,1LDK,36.43,鉄骨造
群馬県伊勢崎市曲沢町,伊勢崎市,35000,1992-4-1,2K,29.81,木造
群馬県高崎市下中居町,高崎市,45000,1992-4-1,2DK,37.26,木造
群馬県高崎市下中居町,高崎市,45000,1992-4-1,2DK,37.26,木造
群馬県高崎市中泉町,高崎市,31000,1992-4-1,1K,18.84,木造
群馬県前橋市天川原町1丁目,前橋市,78000,1992-4-1,2LDK,67.9,RC(鉄筋コンクリート造)
群馬県前橋市天川大島町2丁目,前橋市,55000,1992-4-1,2LDK,48.84,木造
群馬県高崎市中泉町,高崎市,31000,1992-4-1,1K,18.84,木造
群馬県伊勢崎市曲沢町,伊勢崎市,36000,1992-4-1,2K,33.12,木造
群馬県太田市西矢島町,太田市,30000,1992-4-1,1K,28.85,木造
栃木県足利市島田町,足利市,40000,1992-4-1,2DK,41.32,軽量鉄骨造
群馬県伊勢崎市宮子町,伊勢崎市,38000,1992-4-1,1K,33.12,木造
群馬県伊勢崎市宮子町,伊勢崎市,36000,1992-4-1,1K,33.12,木造
群馬県伊勢崎市宮子町,伊勢崎市,38000,1992-4-1,1K,33.12,木造
群馬県伊勢崎市曲沢町,伊勢崎市,35000,1992-4-1,2K,29.81,木造
群馬県伊勢崎市曲沢町,伊勢崎市,39000,1992-4-1,2DK,44.71,木造
群馬県伊勢崎市曲沢町,伊勢崎市,35000,1992-4-1,2K,29.81,木造
群馬県伊勢崎市国定町2丁目,伊勢崎市,40000,1992-4-1,2DK,36.54,軽量鉄骨造
群馬県前橋市朝日町4丁目,前橋市,52000,1992-4-1,2DK,46.23,重量鉄骨造
栃木県足利市今福町,足利市,50000,1992-4-1,3DK,60,木造
群馬県前橋市天川原町1丁目,前橋市,78000,1992-4-1,4DK,66.3,RC(鉄筋コンクリート造)
群馬県伊勢崎市曲沢町,伊勢崎市,36000,1992-4-1,2K,29.81,木造
群馬県伊勢崎市国定町2丁目,伊勢崎市,46000,1992-4-1,3DK,46.75,軽量鉄骨造
群馬県伊勢崎市国定町2丁目,伊勢崎市,46000,1992-4-1,3DK,46.75,軽量鉄骨造
群馬県伊勢崎市曲沢町,伊勢崎市,35000,1992-4-1,2K,29.81,木造
群馬県伊勢崎市田部井町2丁目,伊勢崎市,47000,1992-4-1,1LDK,35.51,軽量鉄骨造
群馬県伊勢崎市昭和町,伊勢崎市,40000,1992-4-1,2LDK,46.2,木造
群馬県伊勢崎市宮子町,伊勢崎市,38000,1992-4-1,1K,33.12,木造
群馬県前橋市総社町高井,前橋市,49000,1992-4-1,2DK,39.74,鉄骨造
群馬県伊勢崎市連取町,伊勢崎市,40000,1992-5-1,2DK,34.71,木造
群馬県高崎市大八木町,高崎市,40000,1992-5-1,2K,28.15,鉄骨造
群馬県高崎市大八木町,高崎市,40000,1992-5-1,1K,26.44,鉄骨造
群馬県前橋市朝日が丘町,前橋市,56000,1992-5-1,3DK,55,軽量鉄骨造
群馬県前橋市朝日が丘町,前橋市,56000,1992-5-1,3DK,55,軽量鉄骨造
群馬県前橋市元総社町,前橋市,48000,1992-5-29,2LDK,50.4,軽量鉄骨造
栃木県佐野市大橋町,佐野市,40000,1992-6-1,2DK,36.12,軽量鉄骨造
栃木県佐野市大橋町,佐野市,40000,1992-6-1,2DK,36.12,軽量鉄骨造
栃木県佐野市大橋町,佐野市,41000,1992-6-1,2DK,36.12,軽量鉄骨造
群馬県高崎市新後閑町,高崎市,55000,1992-6-1,3DK,53.39,軽量鉄骨造
栃木県佐野市大橋町,佐野市,41000,1992-6-1,2DK,36.12,軽量鉄骨造
群馬県安中市簗瀬,安中市,50000,1992-6-1,3DK,52.89,木造
群馬県高崎市下小鳥町,高崎市,50000,1992-7-1,2LDK,44.68,ALC
群馬県渋川市半田,渋川市,46000,1992-7-1,3DK,53.59,軽量鉄骨造
群馬県藤岡市岡之郷,藤岡市,30000,1992-7-1,1R,19.87,木造
群馬県安中市古屋,安中市,35000,1992-7-1,2DK,34,軽量鉄骨造
群馬県安中市古屋,安中市,35000,1992-7-1,2DK,34,軽量鉄骨造
群馬県前橋市六供町1丁目,前橋市,75000,1992-7-1,3LDK,60.55,RC(鉄筋コンクリート造)
群馬県安中市古屋,安中市,35000,1992-7-1,2DK,34,軽量鉄骨造
群馬県高崎市木部町,高崎市,49000,1992-7-1,2LDK,51.15,木造
群馬県太田市天良町,太田市,48000,1992-7-1,3K,49.68,木造
群馬県太田市天良町,太田市,48000,1992-7-1,3K,49.68,木造
群馬県伊勢崎市東町,伊勢崎市,43000,1992-7-1,1LDK,40.72,鉄骨造
群馬県藤岡市岡之郷,藤岡市,28000,1992-7-1,1R,19.87,木造
群馬県渋川市半田,渋川市,47000,1992-7-1,3DK,53.59,軽量鉄骨造
群馬県太田市西本町,太田市,35000,1992-7-17,1DK,23.1,軽量鉄骨造
群馬県太田市西本町,太田市,35000,1992-7-17,1DK,23.1,軽量鉄骨造
群馬県太田市西本町,太田市,35000,1992-7-17,1DK,23.1,軽量鉄骨造
群馬県高崎市八千代町4丁目,高崎市,70000,1992-8-1,3LDK,68.76,軽量鉄骨造
群馬県高崎市八千代町4丁目,高崎市,70000,1992-8-1,4DK,73.56,軽量鉄骨造
群馬県高崎市下和田町2丁目,高崎市,25000,1992-8-1,1K,18.23,鉄骨造
栃木県足利市福居町,足利市,53000,1992-8-1,2LDK,50.78,軽量鉄骨造
群馬県高崎市下和田町2丁目,高崎市,25000,1992-8-1,1K,22.5,鉄骨造
栃木県足利市福居町,足利市,53000,1992-8-1,3DK,50.78,軽量鉄骨造
群馬県高崎市下和田町1丁目,高崎市,40000,1992-8-1,1K,23.9,木造
栃木県佐野市犬伏上町,佐野市,39000,1992-8-1,2DK,35.91,軽量鉄骨造
群馬県前橋市清野町,前橋市,39000,1992-8-1,2DK,39.72,重量鉄骨造
群馬県高崎市下小鳥町,高崎市,33000,1992-8-1,1R,26.5,木造
栃木県佐野市犬伏上町,佐野市,48000,1992-8-1,2LDK,46.03,軽量鉄骨造
群馬県高崎市下小鳥町,高崎市,33000,1992-8-1,1R,26.5,木造
栃木県足利市鹿島町,足利市,50000,1992-8-1,2LDK,50.78,軽量鉄骨造
群馬県高崎市下和田町2丁目,高崎市,30000,1992-8-1,1K,18.83,鉄骨造
群馬県高崎市下和田町2丁目,高崎市,25000,1992-8-1,1K,18.23,鉄骨造
栃木県足利市堀込町,足利市,30000,1992-9-1,1R,23.18,木造
群馬県安中市磯部1丁目,安中市,46000,1992-9-1,2DK,44,木造
群馬県高崎市新保田中町,高崎市,50000,1992-9-1,2DK,43.33,軽量鉄骨造
群馬県高崎市旭町,高崎市,32000,1992-9-1,1K,19.44,鉄骨造
栃木県足利市元学町,足利市,53000,1992-9-1,2LDK,50.09,軽量鉄骨造
栃木県足利市葉鹿町,足利市,38000,1992-9-1,1LDK,40.92,軽量鉄骨造
群馬県伊勢崎市西田町,伊勢崎市,44000,1992-9-1,2DK,34.51,木造
群馬県前橋市川曲町,前橋市,40000,1992-9-1,2DK,38,鉄骨造
栃木県足利市堀込町,足利市,25000,1992-9-1,1R,23.18,木造
群馬県前橋市川曲町,前橋市,40000,1992-9-1,2DK,40,鉄骨造
栃木県足利市堀込町,足利市,30000,1992-9-1,1R,23.18,木造
群馬県前橋市川曲町,前橋市,42000,1992-9-1,2K,38.83,鉄骨造
群馬県前橋市川曲町,前橋市,40000,1992-9-1,2DK,39.04,鉄骨造
栃木県足利市堀込町,足利市,35000,1992-9-1,1R,23.18,木造
群馬県前橋市川曲町,前橋市,41000,1992-9-1,2K,38.83,鉄骨造
栃木県足利市田中町,足利市,30000,1992-10-1,1K,14.31,鉄骨造
群馬県伊勢崎市波志江町,伊勢崎市,35000,1992-10-1,1DK,25,木造
群馬県伊勢崎市平和町,伊勢崎市,34000,1992-10-1,2LDK,52,木造
群馬県伊勢崎市波志江町,伊勢崎市,35000,1992-10-1,1DK,25,木造
群馬県高崎市上大類町,高崎市,63000,1992-10-1,3DK,53.46,軽量鉄骨造
群馬県伊勢崎市平和町,伊勢崎市,34000,1992-10-1,2LDK,52,木造
群馬県伊勢崎市平和町,伊勢崎市,33000,1992-10-1,2LDK,52,木造
群馬県前橋市箱田町,前橋市,58000,1992-10-1,3DK,53.46,軽量鉄骨造
群馬県伊勢崎市平和町,伊勢崎市,35000,1992-10-1,2LDK,52,木造
群馬県前橋市箱田町,前橋市,55000,1992-10-1,3DK,53.46,軽量鉄骨造
群馬県高崎市上並榎町,高崎市,53000,1992-10-1,3DK,53.39,軽量鉄骨造
群馬県館林市花山町,館林市,37000,1992-10-1,2K,33.1,木造
群馬県伊勢崎市平和町,伊勢崎市,35000,1992-10-1,2LDK,52,木造
群馬県高崎市和田多中町,高崎市,58000,1992-11-1,2DK,40.15,軽量鉄骨造
群馬県高崎市和田多中町,高崎市,58000,1992-11-1,2DK,40.15,軽量鉄骨造
群馬県高崎市和田多中町,高崎市,65000,1992-11-1,3DK,53.59,軽量鉄骨造
群馬県館林市足次町,館林市,49500,1992-11-1,2DK,40.15,軽量鉄骨造
栃木県足利市福富町,足利市,62000,1992-11-1,2LDK,52.66,軽量鉄骨造
群馬県館林市足次町,館林市,55000,1992-11-1,1LDK,47.66,軽量鉄骨造
群馬県館林市足次町,館林市,57000,1992-11-1,2LDK,62.82,軽量鉄骨造
群馬県高崎市箕郷町生原,高崎市,39000,1992-11-1,2K,34.78,木造
群馬県前橋市文京町3丁目,前橋市,53000,1992-11-1,2DK,35,鉄骨造
群馬県伊勢崎市連取町,伊勢崎市,45000,1992-11-1,2DK,45.5,木造
群馬県高崎市飯塚町,高崎市,44000,1992-11-1,2DK,44.72,木造
群馬県高崎市飯塚町,高崎市,44000,1992-11-1,2DK,44.72,木造
群馬県高崎市剣崎町,高崎市,29000,1992-12-1,1K,23.18,木造
群馬県高崎市中泉町,高崎市,46000,1992-12-1,2LDK,49.68,木造
群馬県前橋市稲荷新田町,前橋市,55000,1992-12-1,2DK,50.12,鉄骨造
群馬県高崎市片岡町2丁目,高崎市,45000,1992-12-1,2DK,41.61,木造
群馬県高崎市中泉町,高崎市,44000,1992-12-1,2LDK,49.68,木造
群馬県前橋市三河町2丁目,前橋市,38000,1992-12-1,1K,21.04,木造
群馬県高崎市片岡町2丁目,高崎市,47000,1992-12-1,2DK,41.61,木造
群馬県高崎市剣崎町,高崎市,29000,1992-12-1,1K,23.18,木造
群馬県前橋市稲荷新田町,前橋市,55000,1992-12-1,2DK,50.12,鉄骨造
群馬県高崎市片岡町2丁目,高崎市,46000,1992-12-1,2DK,41.61,木造
群馬県高崎市中泉町,高崎市,46000,1992-12-1,2LDK,49.68,木造
群馬県前橋市三河町2丁目,前橋市,35000,1992-12-1,1K,17.33,木造
群馬県前橋市稲荷新田町,前橋市,58000,1992-12-1,2DK,50.12,鉄骨造
群馬県北群馬郡吉岡町大字南下,北群馬郡,36000,1992-12-14,2K,33,木造
群馬県桐生市相生町2丁目,桐生市,50000,1993-1-1,3DK,52.89,軽量鉄骨造
群馬県太田市下小林町,太田市,50000,1993-1-1,3DK,54.9,軽量鉄骨造
栃木県足利市福富町,足利市,35000,1993-1-1,2DK,39.74,木造
群馬県前橋市下小出町2丁目,前橋市,30000,1993-1-1,1R,23.9,鉄骨造
群馬県前橋市幸塚町,前橋市,40000,1993-1-1,2K,35,木造
群馬県伊勢崎市連取町,伊勢崎市,50000,1993-1-1,3DK,50.42,軽量鉄骨造
群馬県太田市飯塚町,太田市,45000,1993-1-1,2DK,43.68,鉄骨造
群馬県太田市飯塚町,太田市,45000,1993-1-1,2DK,43.68,鉄骨造
群馬県前橋市前箱田町,前橋市,40000,1993-1-1,2DK,42,木造
栃木県足利市福富町,足利市,35000,1993-1-1,2DK,39.74,木造
群馬県邑楽郡邑楽町大字鶉,邑楽郡,38000,1993-1-1,1DK,28.13,木造
栃木県足利市新宿町,足利市,35000,1993-1-1,2K,39.7,木造
群馬県桐生市広沢町5丁目,桐生市,42000,1993-1-1,2DK,38.14,軽量鉄骨造
栃木県足利市田中町,足利市,65000,1993-1-1,3LDK,54.67,鉄骨造
群馬県邑楽郡邑楽町大字鶉,邑楽郡,38000,1993-1-1,1DK,28.13,木造
群馬県伊勢崎市堤下町,伊勢崎市,50000,1993-1-1,3K,42.54,軽量鉄骨造
群馬県前橋市元総社町,前橋市,48000,1993-1-1,2DK,44.74,軽量鉄骨造
群馬県佐波郡玉村町大字樋越,佐波郡,45000,1993-1-1,2DK,39.74,木造
群馬県佐波郡玉村町大字樋越,佐波郡,45000,1993-1-1,2DK,39.74,木造
群馬県伊勢崎市連取町,伊勢崎市,40000,1993-1-1,2DK,39,木造
群馬県桐生市相生町2丁目,桐生市,50000,1993-1-1,3DK,52.89,軽量鉄骨造
群馬県伊勢崎市宮子町,伊勢崎市,46000,1993-1-1,2DK,39,木造
群馬県伊勢崎市堤下町,伊勢崎市,50000,1993-1-1,3K,42.54,軽量鉄骨造
栃木県足利市田中町,足利市,65000,1993-1-1,2LDK,48.6,鉄骨造
群馬県前橋市箱田町,前橋市,40000,1993-1-1,2DK,42,木造
群馬県前橋市箱田町,前橋市,40000,1993-1-1,2DK,42,木造
群馬県前橋市幸塚町,前橋市,40000,1993-1-1,2K,34,木造
群馬県前橋市幸塚町,前橋市,40000,1993-1-1,2K,35,木造
群馬県前橋市大友町3丁目,前橋市,79000,1993-1-1,3LDK,65.28,RC(鉄筋コンクリート造)
群馬県伊勢崎市宮子町,伊勢崎市,47000,1993-1-1,2DK,40,軽量鉄骨造
群馬県邑楽郡邑楽町大字鶉,邑楽郡,35000,1993-1-1,1DK,28.13,木造
群馬県桐生市相生町2丁目,桐生市,50000,1993-1-1,3DK,52.89,軽量鉄骨造
群馬県桐生市相生町2丁目,桐生市,50000,1993-1-1,3DK,52.89,軽量鉄骨造
群馬県桐生市相生町2丁目,桐生市,50000,1993-1-1,3DK,52.89,軽量鉄骨造
群馬県伊勢崎市連取町,伊勢崎市,39000,1993-1-1,2DK,40.91,軽量鉄骨造
